"index";"series_name";"network";"season";"title";"imdb";"engagement";"date_aired";"run_time";"format";"monster_name";"monster_gender";"monster_type";"monster_subtype";"monster_species";"monster_real";"monster_amount";"trap_work_first";"setting_terrain";"setting_country_state";"suspects_amount";"culprit_gender";"motive";"door_gag";"number_of_snacks";"split_up";"another_mystery";"set_a_trap";"jeepers";"jinkies";"my_glasses";"just_about_wrapped_up";"zoinks";"groovy";"scooby_doo_where_are_you";"rooby_rooby_roo";"caught_by";"captured";"unmasked";"guest_stars"
167;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby's Three Ding-a-Ling Circus";7.2;37;"1980-11-29";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Rural";"United States";1;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
168;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby's Fantastic Island";7.1;31;"1980-11-29";8;"TV Series (segmented)";"Caveman";"Male";"Ancient";"Caveman";"Human";"TRUE";1;"";"Island";"United States";0;"";"Assistance";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
169;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Long John Scrappy";6.8;32;"1980-11-29";8;"TV Series (segmented)";"Pirate";"Male";"Ancient";"Pirate";"Human";"TRUE";1;"";"Ocean";"United States";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
170;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby's Bull Fright";6.8;32;"1980-12-06";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Rural";"Mexico";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;0;"";"";"";"Scrappy Doo"
171;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby Ghosts West";6.7;36;"1980-12-06";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Desert";"United States";1;"Male";"Haunt";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
172;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"A Bungle in the Jungle";7.1;31;"1980-12-06";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Jungle";"Africa";1;"Male";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;1;"";"";"";"Scrappy Doo"
173;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby's Fun Zone";7.1;31;"1980-12-13";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";1;"Male";"Anger";"FALSE";"0";0;0;0;0;0;0;0;4;0;0;0;"";"";"";"Scrappy Doo"
174;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Swamp Witch";6.7;36;"1980-12-13";8;"TV Series (segmented)";"Swamp Witch";"Female";"Magician";"Witch";"Human";"TRUE";1;"";"Swamp";"United States";0;"";"Food";"FALSE";"0";0;0;0;0;0;0;0;4;0;0;1;"";"";"";"Scrappy Doo"
175;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Sir Scooby and the Black Knight";7.0;29;"1980-12-13";8;"TV Series (segmented)";"Knight";"Male";"Ancient";"Knight";"Human";"TRUE";1;"";"Rural";"Scotland";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
176;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Waxworld";6.7;36;"1980-12-20";8;"TV Series (segmented)";"Wax Master";"Male";"Possessed Object";"Statue";"Human";"TRUE";1;"";"Urban";"England";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
177;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby in Wonderland";7.0;29;"1980-12-20";8;"TV Series (segmented)";"Evil Trees, Caterpillar, Cheshire Cat, Queen of Hearts";"Male, Male, Male, Female";"Plant, Animal, Animal, Magician";"Evil, Talking, Talking, Queen";"Tree, Caterpillar, Cat, Human";"FALSE";4;"";"Rural";"United States";0;"";"Imagination";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;0;"";"";"";"Scrappy Doo"
178;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scrappy's Birthday";7.0;29;"1980-12-20";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Rural";"United States";1;"Male";"Anger";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
179;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"South Seas Scare";7.0;32;"1980-12-27";8;"TV Series (segmented)";"Lava Monster";"Male";"Possessed Object";"Statue";"Lava";"TRUE";1;"";"Jungle";"Hawaii";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
180;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby's Swiss Miss";6.7;29;"1980-12-27";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Snow";"Switzerland";1;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
181;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Alaskan King Coward";7.0;32;"1980-12-27";8;"TV Series (segmented)";"Alaskan Monster";"Male";"Animal";"Beast";"Snow-Monster";"TRUE";1;"FALSE";"Snow";"Alaska";0;"";"Food";"FALSE";"0";0;0;0;0;0;0;0;5;0;0;1;"";"";"";"Scrappy Doo"
182;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Et Tu, Scoob?";6.7;29;"1981-01-03";8;"TV Series (segmented)";"Rocky Maximus";"Male";"Ancient";"Gladiator";"Human";"TRUE";1;"";"Urban";"Italy";1;"";"Competition";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
183;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Soggy Bog Scooby";6.7;29;"1981-01-03";8;"TV Series (segmented)";"Swamp Monster";"Male";"Animal";"Beast";"Swamp-Monster";"TRUE";1;"";"Swamp";"United States";0;"";"Food";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
184;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby Gumbo";7.0;32;"1981-01-03";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"Louisiana";1;"Male";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;0;"";"";"";"Scrappy Doo"
185;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Way Out Scooby";7.0;32;"1981-01-10";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Desert";"Mars";2;"";"";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
186;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Strongman Scooby";7.0;32;"1981-01-10";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Coast";"United States";1;"Male";"Bully";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
187;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Moonlight Madness";7.0;32;"1981-01-10";8;"TV Series (segmented)";"Shaggy";"Male";"Animal";"Werewolf";"Human";"TRUE";1;"";"Rural";"Austria";1;"Male";"Loneliness";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
188;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Dog Tag Scooby";7.1;31;"1981-01-17";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Rural";"United States";1;"Male";"Training";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
189;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby at the Center of the World";7.1;31;"1981-01-17";8;"TV Series (segmented)";"Rock Monsters, Rock Monsters";"Male, Male";"Possessed Object, Possessed Object";"Rock, Rock";"Cave-Monster, Cave-Monster";"TRUE";2;"";"Cave";"United States";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
190;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby's Trip to Ahz";7.1;31;"1981-01-17";8;"TV Series (segmented)";"Wicked Witch of the North by Southeast";"Female";"Magician";"Witch";"Human";"FALSE";1;"";"Rural";"United States";0;"";"Imagination";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;1;"";"";"";"Scrappy Doo"
191;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"A Fright at the Opera";7.2;31;"1981-01-24";8;"TV Series (segmented)";"Phantom of the Sewers";"Male";"Disguised";"Phantom";"Human";"TRUE";1;"FALSE";"Urban";"France";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;4;0;0;1;"Other";"";"";"Scrappy Doo"
192;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Robot Ranch";7.1;31;"1981-01-24";8;"TV Series (segmented)";"Rawhide Red";"Male";"Mechanical";"Robot";"Object";"TRUE";1;"";"Rural";"United States";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
193;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Surprised Spies";7.1;31;"1981-01-24";8;"TV Series (segmented)";"Enemy Spy";"Male";"Disguised";"Spy";"Human";"TRUE";1;"";"Urban";"California";0;"";"Theft";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;2;"";"";"";"Scrappy Doo"
194;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"The Invasion of the Scooby Snatchers";7.2;31;"1981-01-31";8;"TV Series (segmented)";"Alien";"Male";"Extraterrestrial";"Alien";"Alien";"TRUE";1;"";"Urban";"United States";0;"";"Conquer";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
195;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby Dooby Guru";7.1;31;"1981-01-31";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Jungle";"India";1;"Male";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
196;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"1";"Scooby and the Bandit";7.2;31;"1981-01-31";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Desert";"United States";2;"Male,Male";"Anger";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"";"";"";"Scrappy Doo"
197;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby-Nocchio";7.4;32;"1981-09-19";8;"TV Series (segmented)";"Pleasure Island Man";"Male";"Magician";"Trickster";"Human";"FALSE";1;"";"Urban";"United States";0;"";"Imagination";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
198;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Lighthouse Keeper Scooby";7.4;32;"1981-09-19";8;"TV Series (segmented)";"Pirate";"Male";"Ghost";"Pirate";"Human";"TRUE";1;"";"Island";"United States";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;5;0;0;1;"";"";"";"Scrappy Doo"
199;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby's Roots";7.4;32;"1981-09-19";8;"TV Series (segmented)";"Sheet Ghost";"Male";"Ghost";"Phantom";"Human";"TRUE";1;"";"Forest";"United States";1;"Male";"Mistake";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;0;"";"";"";"Scrappy Doo"
200;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby's Escape from Atlantis";7.2;30;"1981-09-26";8;"TV Series (segmented)";"Centaur";"Male";"Animal";"Centaur";"Centaur";"TRUE";1;"";"Ocean";"Atlantis";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
201;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Excalibur Scooby";7.2;30;"1981-09-26";8;"TV Series (segmented)";"Merlin, Jasper";"Male, Male";"Magician, Animal";"Wizard, Giant";"Human, Frog";"TRUE";2;"";"Rural";"England";0;"";"Assistance";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
202;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby Saves the World";7.1;27;"1981-09-26";8;"TV Series (segmented)";"Alien";"Male";"Extraterrestrial";"Alien";"Alien";"TRUE";1;"";"Space";"Space";0;"";"Conquer";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
203;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby-Dooby Goo";7.1;29;"1981-10-03";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
204;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Rickshaw Scooby";7.1;29;"1981-10-03";8;"TV Series (segmented)";"Dragon";"Male";"Mythical";"Dragon";"Dragon";"TRUE";1;"";"Cave";"China";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
205;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby's Luck of the Irish";7.2;30;"1981-10-03";8;"TV Series (segmented)";"Pat O'Wiley";"Male";"Mythical";"Leprechaun";"Leprechaun";"TRUE";1;"";"Forest";"Ireland";0;"";"Trespassing";"FALSE";"0";0;0;0;0;0;0;0;5;0;0;0;"";"";"";"Scrappy Doo"
206;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Backstage Scooby";7.1;29;"1981-10-10";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;5;0;0;1;"";"";"";"Scrappy Doo"
207;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby's House of Mystery";7.1;27;"1981-10-10";8;"TV Series (segmented)";"Madame Olga";"Female";"Magician";"Witch";"Human";"TRUE";1;"";"Urban";"United States";0;"";"Experimentation";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
208;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Sweet Dreams Scooby";7.1;27;"1981-10-10";8;"TV Series (segmented)";"Red Baron, T-Rex";"Male, Male";"Ancient, Animal";"Pilot, Dinosaur";"Human, Dinosaur";"FALSE";2;"";"Urban";"United States";0;"";"Imagination";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
209;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby-Doo 2000";7.1;29;"1981-10-17";8;"TV Series (segmented)";"Toy Gorilla";"Male";"Mechanical";"Toy";"Gorilla";"TRUE";1;"";"Urban";"England";0;"";"Automated";"FALSE";"0";0;0;0;0;0;0;0;5;0;0;1;"";"";"";"Scrappy Doo"
210;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Punk Rock Scooby";7.1;29;"1981-10-17";8;"TV Series (segmented)";"Plutonian";"Male";"Extraterrestrial";"Alien";"Hound";"TRUE";1;"";"Urban";"United States";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"";"";"";"Scrappy Doo"
211;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Canine to Five";7.4;27;"1981-10-17";8;"TV Series (segmented)";"Dr. Wolf";"Male";"Animal";"Werewolf";"Human";"TRUE";1;"";"Urban";"United States";1;"Male";"Food";"TRUE";"0";0;0;0;0;0;0;0;4;0;0;0;"";"";"";"Scrappy Doo"
212;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Hard Hat Scooby";7.1;27;"1981-10-24";8;"TV Series (segmented)";"Vampire Foreman";"Male";"Undead";"Vampire";"Human";"TRUE";1;"";"Urban";"United States";0;"";"Food";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
213;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Hothouse Scooby";7.1;29;"1981-10-24";8;"TV Series (segmented)";"Carnivorous Plants";"Male";"Plant";"Giant";"Venus Fly Trap";"TRUE";1;"";"Urban";"United States";1;"Male";"Food";"FALSE";"0";0;0;0;0;0;0;0;7;0;0;1;"";"";"";"Scrappy Doo"
214;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Pigskin Scooby";7.1;32;"1981-10-24";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;5;0;0;1;"";"";"";"Scrappy Doo"
215;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Sopwith Scooby";7.4;27;"1981-10-31";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Rural";"United States";1;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;4;0;0;1;"";"";"";"Scrappy Doo"
216;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Tenderbigfoot";7.1;32;"1981-10-31";8;"TV Series (segmented)";"Bigfoot";"Male";"Animal";"Humanoid";"Bigfoot";"TRUE";1;"";"Forest";"United States";0;"";"Theft";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;0;"";"";"";"Scrappy Doo"
217;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"2";"Scooby and the Beanstalk";7.1;32;"1981-10-31";8;"TV Series (segmented)";"Giant";"Male";"Mythical";"Giant";"Human";"TRUE";1;"";"Rural";"United States";0;"";"Food";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
218;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Maltese Mackerel";7.4;25;"1982-09-25";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";2;"Male,Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
219;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Dumb Waiter Caper";7.4;23;"1982-09-25";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";2;"Male,Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
220;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Catfish Burglar Caper";7.1;24;"1982-10-02";8;"TV Series (segmented)";"Catfish Burglar";"Male";"Disguised";"Masked";"Human";"FALSE";1;"TRUE";"Ocean";"United States";1;"Female";"Theft";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"Other";"";"";"Scrappy Doo"
221;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Movie Monster Menace";7.3;25;"1982-10-02";8;"TV Series (segmented)";"Gargoyle, Medusa, Sea Creature, Octopus Monster, Bigfoot";"Male, Female, Male, Male, Male";"Possessed Object, Mythical, Animal, Animal, Animal";"Statue, Gorgon, Humanoid, Giant, Humanoid";"Gargoyle, Human, Sea-Monster, Octopus, Bigfoot";"TRUE";5;"";"Urban";"California";2;"Male,Male";"Production";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;1;"Shaggy";"";"";"Scrappy Doo"
222;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Super Teen Shaggy";6.9;26;"1982-10-09";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;0;"";"";"";"Scrappy Doo"
223;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Basketball Bumblers";7.4;25;"1982-10-09";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";1;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
224;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Beauty Constest Caper";7.3;27;"1982-10-16";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";2;"Female,Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;1;"";"";"";"Scrappy Doo"
225;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Stake-out at the Take-out";6.9;26;"1982-10-16";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";3;"Male,Male,Male";"Smuggling";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;0;"Other";"";"";"Scrappy Doo"
226;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Who's Scooby-Doo?";7.3;27;"1982-10-23";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";2;"Male,Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;0;"";"";"";"Scrappy Doo"
227;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Double Trouble Date";7.3;25;"1982-10-23";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;1;"";"";"";"Scrappy Doo"
228;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Cable Car Caper";7.4;24;"1982-10-30";8;"TV Series (segmented)";"";"";"";"";"";"";0;"FALSE";"Urban";"United States";2;"Female,Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"Scooby";"";"";"Scrappy Doo"
229;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Muscle Trouble";7.1;23;"1982-10-30";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Coast";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;1;"";"";"";"Scrappy Doo"
230;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Comic Book Caper";7.4;23;"1982-11-06";8;"TV Series (segmented)";"Slime Boy";"Male";"Disguised";"Slime";"Human";"FALSE";1;"";"Urban";"United States";2;"Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;0;"Shaggy, Scooby";"";"";"Scrappy Doo"
231;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Misfortune Teller";7.3;23;"1982-11-06";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"";"";"";"Scrappy Doo"
232;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"A Gem of a Case";7.1;25;"1982-11-13";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Forest";"United States";1;"Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;0;"Shaggy, Scooby";"Shaggy, Scooby";"";"Scrappy Doo"
233;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"From Bad to Curse";7.3;23;"1982-11-13";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Forest";"United States";2;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"Shaggy, Scooby";"";"";"Scrappy Doo"
234;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Disappearing Car Caper";7.0;23;"1982-11-20";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Urban";"United States";1;"Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;4;0;0;1;"Shaggy, Scooby, Other";"";"";"Scrappy Doo"
235;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Scooby-Doo and Genie-Poo";7.1;25;"1982-11-20";8;"TV Series (segmented)";"Jasmine";"Female";"Mythical";"Phantom";"Genie";"TRUE";1;"";"Urban";"United States";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;1;"";"";"";"Scrappy Doo"
236;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Close Encounter of the Worst Kind";7.2;23;"1982-11-27";8;"TV Series (segmented)";"Alien Scavenger Hunter, Alien Scavenger Hunter, Alien Scavenger Hunter";"Male, Female, Male";"Extraterrestrial, Extraterrestrial, Extraterrestrial";"Teen, Teen, Teen";"Alien, Alien, Alien";"TRUE";3;"";"Urban";"United States";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"Other";"Scooby";"";"Scrappy Doo"
237;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Captain Canine Caper";7.2;23;"1982-11-27";8;"TV Series (segmented)";"Dognapper";"Male";"Disguised";"";"Human";"FALSE";1;"";"Urban";"United States";1;"Male";"Extortion";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;2;"Scooby";"";"Scooby";"Scrappy Doo"
238;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"The Incredible Cat Lady Caper";7.0;23;"1982-12-04";8;"TV Series (segmented)";"Cat Lady";"Female";"Animal";"Cat";"Human";"FALSE";1;"";"Urban";"United States";0;"";"Theft";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;0;"";"";"";"Scrappy Doo"
239;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Picnic Poopers";7.1;23;"1982-12-04";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Forest";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;0;"";"";"";"Scrappy Doo"
240;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"One Million Years Before Lunch";7.1;24;"1982-12-11";8;"TV Series (segmented)";"Wonga";"Male";"Ancient";"Caveman";"Human";"TRUE";1;"";"Forest";"Pre-Historic";0;"";"Abduction";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
241;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Where's the Wolf";7.4;24;"1982-12-11";8;"TV Series (segmented)";"Scooby-Doo";"Male";"Animal";"Werewolf";"Hound";"TRUE";1;"";"Urban";"United States";0;"";"Food";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;0;"";"";"";"Scrappy Doo"
242;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Hoedown Showdown";6.8;26;"1982-12-19";8;"TV Series (segmented)";"";"";"";"";"";"";0;"";"Rural";"United States";0;"";"";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"";"";"Scrappy Doo"
243;"Scooby-Doo and Scrappy-Doo (second series)";"ABC";"3";"Snow Job Too Small";6.8;26;"1982-12-19";8;"TV Series (segmented)";"Abominable Snowman";"Male";"Animal";"Humanoid";"Snow-Monster";"FALSE";1;"";"Snow";"United States";1;"Male";"Inheritance";"FALSE";"0";0;0;0;0;0;0;0;2;0;0;0;"Shaggy, Scooby";"";"Other";"Scrappy Doo"
244;"The New Scooby and Scrappy Doo Show";"ABC";"1";"Scooby the Barbarian";7.4;27;"1983-09-10";11;"TV Series (segmented)";"Olaf the Terrible";"Male";"Ancient";"Viking";"Human";"FALSE";1;"";"Coast";"Norway";2;"Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;1;"";"Daphnie";"Scooby";"Scrappy Doo"
