"index";"series_name";"network";"season";"title";"imdb";"engagement";"date_aired";"run_time";"format";"monster_name";"monster_gender";"monster_type";"monster_subtype";"monster_species";"monster_real";"monster_amount";"trap_work_first";"setting_terrain";"setting_country_state";"suspects_amount";"culprit_gender";"motive";"door_gag";"number_of_snacks";"split_up";"another_mystery";"set_a_trap";"jeepers";"jinkies";"my_glasses";"just_about_wrapped_up";"zoinks";"groovy";"scooby_doo_where_are_you";"rooby_rooby_roo";"caught_by";"captured";"unmasked";"guest_stars"
1;"Scooby Doo, Where Are You!";"CBS";"1";"What a Night for a Knight";8.1;556;"1969-09-13";21;"TV Series";"Black Knight";"Male";"Possessed Object";"Suit";"Object";"FALSE";1;"";"Urban";"United States";2;"Male";"Theft";"FALSE";"2";1;1;0;0;0;1;0;1;0;0;1;"Shaggy, Scooby";"";"Scooby";""
2;"Scooby Doo, Where Are You!";"CBS";"1";"A Clue for Scooby Doo";8.1;479;"1969-09-20";22;"TV Series";"Ghost of Cptn. Cuttler";"Male";"Ghost";"Suit";"Human";"FALSE";1;"FALSE";"Coast";"United States";2;"Male";"Theft";"FALSE";"1";0;0;0;0;0;0;0;3;0;1;0;"Shaggy";"Fred, Daphnie, Velma";"Fred";""
3;"Scooby Doo, Where Are You!";"CBS";"1";"Hassle in the Castle";8.0;455;"1969-09-27";21;"TV Series";"Phantom";"Male";"Ghost";"Phantom";"Human";"FALSE";1;"FALSE";"Island";"United States";0;"Male";"Treasure";"FALSE";"3";0;0;0;0;0;0;0;1;2;0;0;"Scooby";"";"Fred";""
4;"Scooby Doo, Where Are You!";"CBS";"1";"Mine Your Own Business";7.8;426;"1969-10-04";21;"TV Series";"Miner 49'er";"Male";"Ancient";"Miner";"Human";"FALSE";1;"TRUE";"Cave";"California";2;"Male";"Natural Resource";"FALSE";"2";1;0;0;0;0;0;0;2;1;0;0;"Fred";"";"Fred";""
5;"Scooby Doo, Where Are You!";"CBS";"1";"Decoy for a Dognapper";7.5;391;"1969-10-11";21;"TV Series";"Indian Witch Doctor";"Female";"Ancient";"Witch Doctor";"Human";"FALSE";1;"";"Desert";"United States";1;"Male";"Competition";"FALSE";"2";0;1;0;0;0;1;0;0;0;1;0;"Scooby";"Scooby";"Scooby";""
6;"Scooby Doo, Where Are You!";"CBS";"1";"What the Hex Going On?";8.4;384;"1969-10-18";21;"TV Series";"Ghost of Elias Kingston";"Male";"Ghost";"Phantom";"Human";"FALSE";1;"TRUE";"Urban";"United States";2;"Male";"Extortion";"FALSE";"4";0;0;0;1;0;0;0;2;0;0;1;"Fred";"";"Fred";""
7;"Scooby Doo, Where Are You!";"CBS";"1";"Never Ape an Ape Man";7.6;358;"1969-10-25";21;"TV Series";"Ape Man";"Male";"Animal";"Half-Human";"Ape";"FALSE";1;"FALSE";"Desert";"United States";1;"Male";"Competition";"FALSE";"4";1;0;1;0;0;0;0;1;1;0;1;"Fred";"";"Shaggy";""
8;"Scooby Doo, Where Are You!";"CBS";"1";"Foul Play in Funland";8.2;358;"1969-11-01";21;"TV Series";"Charlie the Robot";"Male";"Mechanical";"Humanoid";"Robot";"FALSE";1;"FALSE";"Urban";"United States";2;"Female";"Safety";"TRUE";"0";0;0;1;0;0;1;0;0;0;1;1;"";"";"";""
9;"Scooby Doo, Where Are You!";"CBS";"1";"The Backstage Rage";8.1;371;"1969-11-08";21;"TV Series";"Puppet Master";"Male";"Ghost";"Pupeteer";"Human";"FALSE";1;"";"Urban";"United States";1;"Male";"Counterfeit";"FALSE";"1";0;0;0;0;0;0;0;0;0;0;1;"Shaggy";"";"";""
10;"Scooby Doo, Where Are You!";"CBS";"1";"Bedlam in the Big Top";8.0;346;"1969-11-15";21;"TV Series";"Ghost Clown";"Male";"Ghost";"Clown";"Human";"FALSE";1;"FALSE";"Forest";"United States";1;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;0;0;2;0;"Shaggy, Scooby";"Daphnie, Shaggy, Scooby";"";""
11;"Scooby Doo, Where Are You!";"CBS";"1";"A Gaggle of Galloping Ghosts";8.5;379;"1969-11-22";21;"TV Series";"Werewolf, Dracula, Frankenstein's Monster";"Male, Male, Male";"Animal, Undead, Undead";"Werewolf, Vampire, Frankenstein's Monster";"Human, Human, Human";"FALSE";3;"FALSE";"Forest";"United States";1;"Male";"Treasure";"FALSE";"0";0;0;0;0;0;1;0;0;0;0;1;"Scooby";"Daphnie";"";""
12;"Scooby Doo, Where Are You!";"CBS";"1";"Scooby-Doo and a Mummy, Too";8.2;358;"1969-11-29";21;"TV Series";"Mummy of Ankha";"Male";"Undead";"Mummy";"Human";"FALSE";1;"";"Urban";"United States";1;"Male";"Theft";"FALSE";"1 box";1;0;0;0;0;0;0;6;1;0;3;"Scooby";"Scooby";"Fred";""
13;"Scooby Doo, Where Are You!";"CBS";"1";"Which Witch is Which";8.4;356;"1969-12-06";21;"TV Series";"Zombie, Witch";"Male, Female";"Undead, Magician";"Zombie, Witch";"Human, Human";"FALSE";2;"TRUE";"Swamp";"United States";2;"Male,Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;3;0;0;0;"Fred";"Daphnie";"Velma";""
14;"Scooby Doo, Where Are You!";"CBS";"1";"Go Away Ghost Ship";8.1;331;"1969-12-13";22;"TV Series";"Ghost of Redbeard";"Male";"Ghost";"Pirate";"Human";"FALSE";1;"";"Ocean";"United States";2;"Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;5;0;1;0;"Shaggy, Scooby";"Fred, Daphnie, Velma, Shaggy, Scooby";"Velma";""
15;"Scooby Doo, Where Are You!";"CBS";"1";"Spooky Space Kook";8.4;372;"1969-12-20";21;"TV Series";"Spooky Space Kook";"Male";"Extraterrestrial";"Phantom";"Alien";"FALSE";1;"";"Rural";"United States";1;"Male";"Competition";"FALSE";"0";1;0;0;0;0;0;0;8;0;0;0;"Fred";"";"Fred";""
16;"Scooby Doo, Where Are You!";"CBS";"1";"A Night of Fright Is No Delight";8.7;403;"1970-01-10";21;"TV Series";"Green Ghost, Green Ghost";"Male, Male";"Ghost, Ghost";"Phantom, Phantom";"Human, Human";"FALSE";2;"FALSE";"Island";"United States";3;"Male,Male";"Inheritance";"FALSE";"1";0;0;0;0;0;0;0;3;0;0;0;"Shaggy, Scooby";"Shaggy, Scooby";"";""
17;"Scooby Doo, Where Are You!";"CBS";"1";"That's Snow Ghost";8.0;328;"1970-01-17";21;"TV Series";"Snow Ghost";"Male";"Ghost";"Snow";"Yeti";"FALSE";1;"FALSE";"Snow";"United States";3;"Male";"Theft";"FALSE";"a couple";0;0;0;0;0;1;0;4;0;0;0;"Shaggy";"Velma, Shaggy";"";""
18;"Scooby Doo, Where Are You!";"CBS";"2";"Nowhere to Hyde";8.3;322;"1970-09-12";21;"TV Series";"Ghost of Mr. Hyde";"Male";"Ghost";"Split-Personality";"Human";"FALSE";1;"TRUE";"Forest";"United States";2;"Male";"Theft";"FALSE";"1 box";0;0;0;0;0;0;0;3;0;0;0;"Fred";"Shaggy";"Daphnie";""
19;"Scooby Doo, Where Are You!";"CBS";"2";"Mystery Mask Mix-Up";7.8;312;"1970-09-19";21;"TV Series";"Ghost of Zen Tuo, Scare Pair, Scare Pair";"Male, Male, Male";"Ghost, Ghost, Ghost";"Zombie, Zombie, Zombie";"Human, Human, Human";"FALSE";3;"TRUE";"Urban";"California";1;"Male";"Smuggling";"FALSE";"1";1;0;1;0;0;0;0;3;0;0;0;"Fred";"Fred, Daphnie, Velma, Shaggy, Scooby";"";""
20;"Scooby Doo, Where Are You!";"CBS";"2";"Scooby's Night with a Frozen Fright";7.7;301;"1970-09-26";21;"TV Series";"Caveman";"Male";"Ancient";"Caveman";"Human";"FALSE";1;"FALSE";"Urban";"United States";2;"Male";"Theft";"FALSE";"1";0;0;0;0;0;0;0;7;0;0;0;"Shaggy, Scooby";"Velma, Shaggy, Scooby";"Fred, Daphnie, Velma, Shaggy, Scooby";""
21;"Scooby Doo, Where Are You!";"CBS";"2";"Jeepers, It's the Creeper";8.5;347;"1970-10-03";21;"TV Series";"Creeper";"Male";"Ghost";"Phantom";"Human";"FALSE";1;"TRUE";"Rural";"United States";2;"Male";"Theft";"TRUE";"1";0;0;0;0;0;1;0;7;0;0;0;"Scooby";"";"Scooby";""
22;"Scooby Doo, Where Are You!";"CBS";"2";"Haunted House Hang-Up";8.4;303;"1970-10-10";21;"TV Series";"Headless Specter";"Male";"Ghost";"Headless";"Human";"FALSE";1;"FALSE";"Rural";"United States";1;"Male";"Treasure";"FALSE";"3";0;0;0;0;0;0;0;0;0;0;0;"Scooby";"";"";""
23;"Scooby Doo, Where Are You!";"CBS";"2";"A Tiki Scare Is No Fair";7.9;292;"1970-10-17";21;"TV Series";"Witch Doctor, Mano Tiki Tia";"Female, Male";"Ancient, Possessed Object";"Witch Doctor, Statue";"Human, Object";"FALSE";2;"FALSE";"Jungle";"Hawaii";1;"Male";"Theft";"FALSE";"1";0;1;1;0;0;0;0;6;0;1;0;"Shaggy, Scooby";"";"Fred";""
24;"Scooby Doo, Where Are You!";"CBS";"2";"Who's Afraid of the Big Bad Werewolf?";8.2;292;"1970-10-24";21;"TV Series";"Werewolf";"Male";"Animal";"Werewolf";"Human";"FALSE";1;"FALSE";"Rural";"United States";0;"Male";"Smuggling";"FALSE";"0";1;1;1;0;0;0;0;0;0;0;0;"Shaggy, Scooby";"Fred, Daphnie, Velma";"";""
25;"Scooby Doo, Where Are You!";"CBS";"2";"Don't Fool with a Phantom";7.9;282;"1970-10-31";21;"TV Series";"Wax Phantom";"Male";"Ghost";"Statue";"Human";"FALSE";1;"TRUE";"Urban";"United States";3;"Male";"Theft";"FALSE";"1 box";0;0;1;0;0;0;0;4;0;1;0;"Fred";"Fred, Daphnie, Velma, Shaggy, Scooby";"Fred";""
26;"The New Scooby-Doo Movies";"CBS";"1";"The Ghastly Ghost Town";6.9;138;"1972-09-09";43;"TV Series";"Giant Bat, Geronimo, Gunslinger, Robot Gunslinger, Cactus";"Male, Male, Male, Male, None";"Animal, Ancient, Ancient, Mechanical, Plant";"Bat, Indian, Cowboy, Humanoid, Cactus";"Bat, Human, Human, Robot, Cactus";"FALSE";2;"TRUE";"Desert";"United States";2;"Male,Male";"Natural Resource";"FALSE";"0";0;0;0;0;0;0;0;1;0;1;0;"Shaggy, Scooby";"Fred, Daphnie, Velma";"Shaggy, Scooby";""
27;"The New Scooby-Doo Movies";"CBS";"1";"The Dynamic Scooby-Doo Affair";7.8;232;"1972-09-16";41;"TV Series";"Hooded Man, Skeletons";"Male, Male";"Disguised, Skeleton";"Hooded, Humaniod";"Human, Human";"FALSE";2;"";"Rural";"United States";1;"Female";"Counterfeit";"FALSE";"3";0;0;0;0;0;1;0;3;0;3;3;"Other";"";"Other";"Batman"
28;"The New Scooby-Doo Movies";"CBS";"1";"Wednesday Is Missing";7.9;119;"1972-09-23";41;"TV Series";"The Vulture";"Female";"Animal";"Bird";"Vulture";"FALSE";1;"";"Forest";"United States";2;"Male,Female";"Safety";"FALSE";"1";0;0;0;0;0;0;0;0;0;0;0;"Fred";"";"";""
29;"The New Scooby-Doo Movies";"CBS";"1";"The Frickert Fracas";7.9;116;"1972-09-30";43;"TV Series";"Scarecrow";"Male";"Possessed Object";"Scarecrow";"Human";"FALSE";1;"";"Rural";"United States";4;"Male";"Treasure";"TRUE";"0";0;0;0;1;1;0;0;9;0;0;0;"Fred";"";"Fred";""
30;"The New Scooby-Doo Movies";"CBS";"1";"Guess Who's Knott Coming to Dinner?";7.9;111;"1972-10-07";43;"TV Series";"Ghost of Captain Moody, Ghost of Captain Moody";"Male, Male";"Ghost, Ghost";"Phantom, Phantom";"Human, Human";"FALSE";2;"TRUE";"Forest";"United States";1;"Male,Male";"Inheritance";"TRUE";"0";0;0;0;0;0;0;0;0;0;0;0;"Shaggy, Scooby";"";"";""
31;"The New Scooby-Doo Movies";"CBS";"1";"A Good Medium Is Rare";7.7;88;"1972-10-14";41;"TV Series";"The Gargoyle, Phantoms, Phantoms";"Male, Male, Male";"Possessed Object, Ghost, Ghost";"Statue, Phantom, Phantom";"Gargoyle, Human, Human";"FALSE";3;"";"Forest";"United States";4;"Male";"Theft";"FALSE";"0";0;0;0;0;1;0;0;1;0;1;1;"Other";"";"Other";""
32;"The New Scooby-Doo Movies";"CBS";"1";"Sandy Duncan's Jekyll and Hyde";7.8;90;"1972-10-21";41;"TV Series";"Ghost, Sheik, Mummy, Pirate, Dragon, Wolfman, Grizzly Bear, Indian, Mr. Hyde";"Male, Male, Male, Male, Male, Male, Male, Male, Male";"Ghost, Disguised, Undead, Disguised, Animal, Animal, Animal, Ancient, Disguised";"Phantom, Sheik, Mummy, Pirate, Dragon, Humanoid, Bear, Indian, Split-Personality";"Human, Human, Human, Human, Dragon, Human, Bear, Human, Human";"FALSE";9;"TRUE";"Urban";"United States";4;"Male";"Preservation";"FALSE";"0";0;0;0;0;1;0;0;0;0;1;0;"Fred, Shaggy";"Shaggy, Scooby";"";""
33;"The New Scooby-Doo Movies";"CBS";"1";"The Secret of Shark Island";8.5;109;"1972-10-28";41;"TV Series";"Shark Men, Shark Men";"Male, Male";"Animal, Animal";"Sea-Monster, Sea-Monster";"Shark, Shark";"FALSE";2;"";"Island";"United States";2;"Male";"Treasure";"FALSE";"0";0;0;0;0;0;0;0;1;0;1;0;"Fred";"";"";""
34;"The New Scooby-Doo Movies";"CBS";"1";"The Spooky Fog of Juneberry";7.7;96;"1972-11-04";43;"TV Series";"Skeleton Man, Lady Ghost, 3-Eyed Spook, Giant, Brontosaurus, Headless Horsemen of Sleepy Hollow, Skeleton Stage Driver";"Male, Female, Male, Male, Male, Male, Male";"Undead, Ghost, Ghost, Ghost, Ancient, Ghost, Ghost";"Skeleton, Phantom, Phantom, Phantom, Brontosaurus, Headless, Phantom";"Human, Human, Human, Human, Dinosaur, Human, Human";"FALSE";7;"";"Desert";"United States";2;"Male";"Theft";"FALSE";"3";1;0;0;0;1;0;0;0;0;0;0;"Scooby";"Shaggy, Scooby";"Fred";""
35;"The New Scooby-Doo Movies";"CBS";"1";"The Ghost of Bigfoot";8.3;118;"1972-11-11";43;"TV Series";"The Ghost of Bigfoot";"Male";"Ghost";"Half-Human";"Big Foot";"FALSE";1;"";"Snow";"Vermont";4;"Male";"Theft";"TRUE";"0";0;0;0;0;1;0;0;0;0;0;0;"Scooby";"";"Fred";""
36;"The New Scooby-Doo Movies";"CBS";"1";"The Ghost of the Red Baron";7.6;86;"1972-11-18";43;"TV Series";"Ghost of the Red Baron";"Male";"Ghost";"Pilot";"Human";"FALSE";1;"";"Rural";"United States";3;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;1;0;0;3;"Fred";"Fred, Daphnie, Velma";"";""
37;"The New Scooby-Doo Movies";"CBS";"1";"The Ghostly Creep from the Deep";7.4;90;"1972-11-25";43;"TV Series";"Ghost of Redbeard, Ghost of Redbeard's crew, Ghost of Redbeard's crew, Ghost of Redbeard's crew";"Male, Male, Male, Male";"Ghost, Ghost, Ghost, Ghost";"Pirate, Pirate, Pirate, Pirate";"Human, Human, Human, Human";"FALSE";4;"";"Swamp";"United States";1;"Male";"Natural Resource";"FALSE";"1";0;0;0;0;1;0;0;0;1;1;1;"Scooby";"Shaggy, Scooby";"";""
38;"The New Scooby-Doo Movies";"CBS";"1";"The Haunted Horseman of Hagglethorn Hall";7.8;86;"1972-12-02";41;"TV Series";"Haunted Horseman, Moat Monster";"Male, Male";"Ghost, Animal";"Horseman, Amphibian";"Human, Frog";"FALSE";2;"";"Rural";"United States";4;"Male,Male";"Competition";"FALSE";"0";0;0;0;0;1;0;0;1;0;0;0;"";"";"";""
39;"The New Scooby-Doo Movies";"CBS";"1";"The Phantom of the Country Music Hall";7.6;81;"1972-12-09";41;"TV Series";"Possessed Viking Mannequin, Possessed Davy Crockett Mannequin";"Male, Male";"Possessed Object, Possessed Object";"Viking, Soldier";"Human, Human";"FALSE";2;"TRUE";"Urban";"Tennessee";2;"Female,Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;1;0;1;0;"Fred";"";"Fred";""
40;"The New Scooby-Doo Movies";"CBS";"1";"The Caped Crusader Caper";7.2;183;"1972-12-16";43;"TV Series";"Dryad, Troll";"Male, Male";"Mythical, Mythical";"Tree, Humanoid";"Dryad, Troll";"FALSE";2;"";"Forest";"United States";2;"Male,Male";"Theft";"FALSE";"0";0;0;0;1;1;0;0;5;0;1;1;"Shaggy";"Fred";"";"Batman"
41;"The New Scooby-Doo Movies";"CBS";"1";"The Lochness Mess";7.9;114;"1972-12-23";43;"TV Series";"Sea Serpent, Ghost of Paul Revere, Minuteman Ghost, Redcoat Ghost";"Male, Male, Male, Male";"Mythical, Ghost, Ghost, Ghost";"Sea-Monster, Phantom, Phantom, Phantom";"Serpent, Human, Human, Human";"FALSE";4;"";"Rural";"Massachusetts";4;"Male,Male,Male";"Treasure";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;0;"";"";"Fred, Scooby";""
42;"The New Scooby-Doo Movies";"CBS";"2";"The Mystery of Haunted Island";7.4;103;"1973-09-08";44;"TV Series";"Hooded Ghosts, Hooded Ghosts, Hooded Ghosts";"Male, Male, Male";"Ghost, Ghost, Ghost";"Phantom, Phantom, Phantom";"Human, Human, Human";"FALSE";3;"";"Island";"United States";2;"Male,Male,Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;0;"Other";"";"Other";""
43;"The New Scooby-Doo Movies";"CBS";"2";"The Haunted Showboat";7.9;82;"1973-09-15";43;"TV Series";"Ghost of Injun Joe, Ghost of Captain Scavenger";"Male, Male";"Ghost, Ghost";"Phantom, Phantom";"Human, Human";"FALSE";2;"";"Coast";"Missouri";3;"Male,Male";"Counterfeit";"FALSE";"0";1;0;0;0;1;0;0;0;0;0;0;"Shaggy, Scooby";"Fred, Daphnie, Velma, Shaggy, Scooby";"Other";""
44;"The New Scooby-Doo Movies";"CBS";"2";"Mystery in Persia";7.5;82;"1973-09-22";43;"TV Series";"Jadal";"Male";"Mythical";"Phantom";"Genie";"TRUE";1;"";"Desert";"Iran";3;"Male";"Competition";"FALSE";"3";0;0;0;1;1;0;0;0;0;0;2;"";"Fred, Daphnie, Velma";"";""
45;"The New Scooby-Doo Movies";"CBS";"2";"The Spirited Spooked Sports Show";7.4;73;"1973-09-29";43;"TV Series";"Spirit of Fireball McPhan";"Male";"Ghost";"Phantom";"Human";"FALSE";1;"";"Urban";"United States";3;"Male,Male";"Competition";"FALSE";"0";1;0;0;0;0;0;0;0;0;0;0;"Fred, Scooby, Other";"Fred, Daphnie, Velma, Shaggy, Scooby";"Fred, Other";""
46;"The New Scooby-Doo Movies";"CBS";"2";"The Exterminator";7.6;85;"1973-10-06";44;"TV Series";"Cat Creature, Frankenstein, Creepy Man, Ghost Bird, Unknown Exterminator, Ghostly Man, Invisible Couple, Sea Monster";"Male, Male, Male, Male, Male, Male, Male, Male";"Animal, Undead, Disguised, Animal, Disguise, Ghost, Ghost, Animal";"Humanoid, Frankenstein's Monster, Creepy, Headless, Exterminator, Phantom, Phantom, Sea-Monster";"Human, Human, Human, Bird, Human, Human, Human, Fish";"FALSE";8;"";"Forest";"California";1;"Male,Male";"Competition";"FALSE";"0";0;0;0;0;2;0;0;0;0;0;0;"";"";"";""
47;"The New Scooby-Doo Movies";"CBS";"2";"The Weird Winds of Winona";7.3;91;"1973-10-13";44;"TV Series";"Windmakers, Windmakers, Windmakers, Windmakers";"Male, Male, Male, Male";"Disguised, Disguised, Disguised, Disguised";"Hooded, Hooded, Hooded, Hooded";"Human, Human, Human, Human";"FALSE";4;"";"Rural";"Mississippi";2;"Male";"Competition";"FALSE";"0";0;0;0;0;0;0;0;0;0;0;1;"Other";"Fred, Daphnie, Velma, Shaggy, Scooby";"";""
48;"The New Scooby-Doo Movies";"CBS";"2";"The Haunted Candy Factory";7.8;104;"1973-10-20";43;"TV Series";"Green Globs, Green Globs";"Male, Male";"Possessed Object, Possessed Object";"Humanoid, Humanoid";"Human, Human";"FALSE";2;"";"Urban";"United States";2;"Male,Male";"Smuggling";"FALSE";"0";0;0;0;0;2;0;0;0;0;0;0;"Other";"";"Fred";""
49;"The New Scooby-Doo Movies";"CBS";"2";"The Haunted Carnival";7.6;92;"1973-10-27";43;"TV Series";"Ghostly Strongman";"Male";"Ghost";"Phantom";"Human";"FALSE";1;"";"Rural";"United States";0;"Male";"Competition";"FALSE";"0";0;0;0;0;1;0;0;0;0;0;0;"Shaggy, Scooby";"";"";""
50;"The Scooby-Doo Show";"ABC";"1";"High Rise Hair Raiser";7.6;112;"1976-09-11";24;"TV Series";"Specter of Ebenezer Crabbe, Ghost of Netty Crabbe";"Male, Female";"Ghost, Ghost";"Phantom, Phantom";"Human, Human";"FALSE";2;"FALSE";"Urban";"United States";4;"Male,Male";"Theft";"FALSE";"0";0;0;0;0;2;0;0;6;0;0;0;"Scooby";"";"Fred, Velma";""
51;"Dynomutt, Dogwonder";"ABC";"Crossover";"Everyone Hyde!";7.2;12;"1976-09-11";22;"Crossover";"Mr. Hyde, Snitch";"Male, Male";"Disguised, Animal";"Split-Personality, Split-Personality";"Human, Hound";"TRUE";1;"FALSE";"Urban";"United States";2;"Male";"Theft";"FALSE";"0";0;0;1;0;0;0;0;3;0;0;0;"Other";"";"";"Blue Falcon"
52;"The Scooby-Doo Show";"ABC";"1";"The Fiesta Host is an Aztec Ghost";7.4;97;"1976-09-18";24;"TV Series";"Ghost of King Katazuma, Aztec Statue Monster";"Male, Male";"Ghost, Possessed Object";"Phantom, Statue";"Human, Human";"FALSE";2;"FALSE";"Rural";"Mexico";4;"Male,Female";"Treasure";"FALSE";"2";0;1;0;0;0;0;0;8;0;0;1;"Fred, Daphnie, Velma, Shaggy";"Fred, Daphnie, Velma, Shaggy, Scooby";"";""
53;"Dynomutt, Dogwonder";"ABC";"Crossover";"What Now, Lowbrow?";6.9;11;"1976-09-18";22;"Crossover";"Lowbrow, Lowbrow's Henchmen, Lowbrow's Henchmen";"Male, Male, Male";"Super-Villain, Super-Villain, Super-Villain";"Idiot, Henchman, Henchman";"Human, Human, Human";"TRUE";3;"FALSE";"Urban";"United States";1;"";"Theft";"FALSE";"0";0;0;0;0;2;0;0;1;0;0;0;"Other";"Fred, Daphnie, Velma, Shaggy, Scooby";"";"Blue Falcon"
54;"The Scooby-Doo Show";"ABC";"1";"The Gruesome Game of the Gator Ghoul";7.5;95;"1976-09-25";24;"TV Series";"Ghost of Gator Ghoul";"Male";"Ghost";"Amphibian";"Alligator";"FALSE";1;"TRUE";"Swamp";"Georgia";4;"Female";"Competition";"FALSE";"0";0;1;0;1;1;0;0;1;0;0;0;"Fred";"";"";"Scooby Dum"
55;"The Scooby-Doo Show";"ABC";"1";"Whatta Shocking Ghost";8.0;101;"1976-10-02";24;"TV Series";"10000 Volt Ghost";"Male";"Ghost";"Electric";"Human";"FALSE";1;"TRUE";"Snow";"United States";3;"Male,Male";"Competition";"FALSE";"1 box";1;0;0;0;0;0;0;5;0;0;4;"Shaggy, Scooby";"";"Fred";""
56;"The Scooby-Doo Show";"ABC";"1";"The Headless Horseman of Halloween";8.0;127;"1976-10-09";24;"TV Series";"Headless Horseman";"Male";"Ghost";"Headless";"Human";"FALSE";1;"FALSE";"Rural";"United States";4;"Male";"Theft";"FALSE";"0";0;0;0;0;0;0;0;10;0;0;0;"Other";"";"Shaggy";"Scooby Dum"
57;"The Scooby-Doo Show";"ABC";"1";"Scared a Lot in Camelot";7.6;93;"1976-10-16";24;"TV Series";"Ghost of Merlin, Black Knight";"Male, Male";"Ghost, Possessed Object";"Witch";"Human, Human";"FALSE";2;"FALSE";"Forest";"United States";3;"Male";"Theft";"FALSE";"a couple";0;0;1;0;0;0;0;3;0;0;1;"Shaggy, Scooby";"Shaggy, Scooby";"Fred";""
58;"The Scooby-Doo Show";"ABC";"1";"The Harum-Scarum Sanitarium";8.2;99;"1976-10-23";24;"TV Series";"Ghost of Dr. Coffin";"Male";"Ghost";"Phantom";"Human";"FALSE";1;"";"Forest";"Canada";2;"Male";"Smuggling";"FALSE";"0";1;0;0;4;0;0;0;13;0;0;1;"";"";"Fred";""
59;"The Scooby-Doo Show";"ABC";"1";"The No-Face Zombie Chase Case";7.7;91;"1976-10-30";24;"TV Series";"No-Face Zombie, Gorilla";"Male, Male";"Undead, Animal";"Zombie, Beast";"Human, Gorilla";"FALSE";2;"";"Urban";"United States";5;"Male";"Theft";"TRUE";"1";0;0;0;0;0;0;0;8;0;0;0;"Fred, Shaggy, Scooby";"";"";""
60;"The Scooby-Doo Show";"ABC";"1";"Mamba Wamba and the Voodoo Hoodoo";7.0;81;"1976-11-06";24;"TV Series";"Mamba Wamba, Zombie Lila, Mamba Zombie, ";"Male, Female, Male";"Ghost, Undead, Undead";"Witch Doctor, Zombie, Zombie";"Human, Human, Human";"FALSE";3;"TRUE";"Swamp";"United States";5;"Male,Female";"Extortion";"FALSE";"2";2;0;0;2;1;0;0;9;0;0;0;"Fred";"";"Fred";""
61;"The Scooby-Doo Show";"ABC";"1";"A Frightened Hound Meets Demons Underground";7.4;84;"1976-11-13";24;"TV Series";"Demon";"Male";"Mythical";"Demon";"Demon";"FALSE";3;"FALSE";"Urban";"Washington";4;"Male";"Theft";"FALSE";"0";1;0;0;5;1;0;1;12;0;0;1;"Scooby";"Daphnie";"Fred";""
62;"Dynomutt, Dogwonder";"ABC";"Crossover";"The Wizard of Ooze";6.3;7;"1976-11-13";22;"Crossover";"Swamp Rat";"Male";"Animal";"Humanoid";"Rat";"FALSE";1;"FALSE";"Swamp";"United States";0;"Male";"Theft";"FALSE";"0";0;0;0;0;2;0;0;3;0;0;0;"Other";"Fred, Daphnie, Velma, Shaggy, Scooby";"";"Blue Falcon"
63;"The Scooby-Doo Show";"ABC";"1";"A Bum Steer for Scooby";6.8;84;"1976-11-20";24;"TV Series";"Tamuka the Ghost Bull, Medicine Man Ghost, Talking Bull";"Male, Male, Male";"Ghost, Ghost, Animal";"Beast, Witch Doctor, Beast";"Bull, Human, Bull";"FALSE";3;"";"Rural";"Texas";5;"Male,Male,Male";"Theft";"FALSE";"0";0;1;0;0;3;1;1;4;0;1;1;"Fred, Other";"";"Other";""
64;"The Scooby-Doo Show";"ABC";"1";"There's a Demon Shark in the Foggy Dark";7.2;80;"1976-11-25";24;"TV Series";"Demon Shark";"Male";"Mythical";"Demon";"Shark";"FALSE";1;"TRUE";"Urban";"United States";4;"Male";"Smuggling";"FALSE";"0";0;1;0;0;1;0;0;7;0;0;2;"Fred";"";"Fred";""
65;"The Scooby-Doo Show";"ABC";"1";"Scooby-Doo, Where's the Crew?";7.3;77;"1976-11-27";24;"TV Series";"Ghost of Captain Pescado, Kelp Monster, Octopus Monster";"Male, Male, Male";"Ghost, Plant, Animal";"Pirate, Humanoid, Octopus";"Human, Kelp, Octopus";"FALSE";3;"TRUE";"Ocean";"United States";2;"Male";"Treasure";"FALSE";"4";0;0;0;0;0;0;0;7;0;0;0;"Shaggy, Scooby";"Fred, Daphnie, Velma, Shaggy, Scooby";"Fred, Shaggy";""
66;"The Scooby-Doo Show";"ABC";"1";"The Ghost That Sacked the Quarterback";6.8;75;"1976-12-04";24;"TV Series";"Rambling Ghost";"Male";"Ghost";"Athlete";"Human";"FALSE";1;"FALSE";"Urban";"United States";6;"Male";"Competition";"FALSE";"0";1;1;0;1;0;0;0;8;0;0;2;"Scooby";"Velma, Shaggy, Scooby";"Fred";""
